0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,X,Y
4.021910410045848e-06,1.6002352610397317,2.071810449579961,1.1751626227860292,0.5647295705448245,0.5647295705448254,1.2503665385569889,1.083755659393269,0.8692539852982462,1.706182596008908,0.4574787334973145,2.8336198870861007,0.4574787334973145,0.9606609486910118,1.6159943921280484,2.788525785145672,4.177334518392281,3.8117066648212248,4.634809229979186,2.7762009743263185,3.5236597290902365,2.6095900951625985,3.9644914984322557,3.4465187058732605,6.188287713033103,5.822659859462046,0.0,0.5
1.6002352610397317,4.021910410045848e-06,1.250366538556988,0.8692539852982488,0.4574787334973145,0.4574787334973145,2.07181044957996,0.9606609486910127,1.1751626227860301,1.615994392128047,0.5647295705448245,2.7885257851456706,0.5647295705448245,1.083755659393268,1.7061825960089085,2.833619887086102,3.8117066648212248,4.177334518392283,2.7762009743263176,4.634809229979187,2.6095900951625977,3.52365972909024,3.4465187058732574,3.964491498432257,5.8226598594620445,6.188287713033103,0.5,0.0
2.722430812866384,2.2668819387998376,2.230434405170456e-06,1.164661306263005,0.5383978981583297,0.5383978981583306,1.3193366562310578,0.9889302863703149,0.8253652601217594,1.5275103260594989,0.41944151544745445,2.519664252376979,0.41944151544745445,0.8524008016680611,1.4274788224162624,2.46964850055536,4.831025370600109,4.425492247722124,2.5280360731811795,2.697008207080617,3.3804346444148354,2.366601837219874,3.643252160568093,3.0687469031576136,5.574502762965123,5.168969640087138,0.0,1.5
2.774410844578852,2.074792561835638,1.0160386878421788,0.7455328506654961,0.397410252887882,0.397410252887882,1.375172520720266,0.8441081608860284,0.8792755688441307,1.4103399287243157,0.4443001301776013,2.4147441723239584,0.4443001301776013,0.8979249518662766,1.4497700528088528,2.4344592343662264,4.773540781577636,4.933392635974409,2.4434300671763856,3.2560103270266527,2.3253163312004834,2.724945967192415,3.02955353334384,3.2560103270726,5.0666025148221845,5.226454369218957,0.5,1.0
2.4466807125685666,2.346388229332611,1.568370802848107,1.3185877536514568e-06,0.5703891853091942,0.5703891853091934,1.3677858363761937,0.9629689876817134,0.8399009203193533,1.4644821751015749,0.4209493892838676,2.4167128395249544,0.4209493892838676,0.843896636816118,1.383768702363254,2.3763561031557923,4.975024375312025,4.585442019313621,2.9492930520273264,2.809442975290204,2.2248188859953375,2.4046261265957236,3.608586269770838,3.029207381377945,5.414553187617436,5.024970831619032,0.0,2.5
2.428661098540859,2.3039422248763213,1.6158637943395755,0.6428787008831947,0.36787722890481067,0.3678772289048098,1.3664260470104974,0.8286302147360498,0.8480898972114606,1.3858857292797082,0.4262562761454607,2.3623212718076694,0.4262562761454607,0.8569352073703818,1.4018072876461867,2.370282050990908,4.94471444524374,5.05528082266844,2.9423096228483416,3.1192158266969283,2.183381035879148,2.5814199944224807,2.94230962264214,3.1192158264907284,4.944714444728238,5.0552808221529375,0.5,2.0
2.361613061373453,2.3452873948465403,1.413957761481405,0.918319964955046,6.122131059882463e-07,0.612213105748264,1.3813064284275782,0.918319964780479,0.8489358822409061,1.413957761338387,0.4244679411178245,2.361613061209404,0.4244679411178236,0.8489358822303896,1.3813064283855145,2.345287394732967,4.999997646632849,4.69389140002301,3.0628525263772195,2.960817110924734,2.497830647126204,2.4978306472776346,2.9608171105566727,3.0628525263751154,5.306103893076534,4.999997646466695,0.0,3.5
2.3753447998076576,2.3378263984818997,1.4513373726526861,1.0369364743419727,0.27736071973503584,0.27736071973503584,1.3763005700011712,0.8320813996293555,0.8472728996943477,1.3914920696552446,0.42421188544106503,2.3580817312718145,0.42421188544106503,0.8495746420699137,1.3855075395034322,2.355089466195908,4.985611753618484,5.140979366537352,3.034478839251891,3.0805136877904884,2.4327161086691187,2.5362945174186726,2.781287173830578,3.0805136873795695,4.8590159202914505,5.014383533210319,0.5,3.0
2.361613061350962,2.3452873948369968,1.4139577614541086,0.9183199649036267,0.6122131058951048,6.122131059882463e-07,1.3813064284261785,0.9183199647492017,0.8489358822416069,1.413957761327592,0.4244679411184773,2.3616130612058424,0.4244679411184773,0.8489358822323045,1.3813064283889713,2.3452873947365314,4.999997646623259,5.306103893603802,3.062852526390775,2.960817110979911,2.497830647168971,2.4978306473029344,2.9608171106543155,3.0628525263889195,4.693891399495742,4.9999976464762845,0.5,4.0
2.074792561628204,2.774410844192726,1.3751725206915237,0.8792755688538199,0.4443001301881013,0.4443001301881013,1.0160386879051666,0.8979249518985859,0.7455328507093455,1.449770052870591,0.39741025291035736,2.434459234477666,0.39741025291035736,0.8441081609320835,1.4103399287961245,2.4147441724404324,4.9333926357175955,4.773540781361649,3.256010326999749,2.443430067357024,2.7249459672403087,2.3253163313504435,3.2560103271826133,3.029553533511689,5.226454369434944,5.066602515078998,1.0,0.5
2.2668819387998393,2.7224308128663877,1.3193366562310587,0.8253652601217585,0.41944151544745445,0.41944151544745534,2.230434405170456e-06,0.8524008016680598,1.164661306263005,1.427478822416262,0.5383978981583297,2.4696485005553592,0.5383978981583297,0.9889302863703149,1.5275103260594989,2.5196642523769763,4.4254922477221275,4.831025370600111,2.697008207080618,2.5280360731811786,2.366601837219874,3.380434644414833,3.0687469031576144,3.6432521605680903,5.168969640087136,5.574502762965119,1.5,0.0
2.368426401040715,2.4894465649855855,1.0649365362137742,0.8263813586795932,0.4391035616645702,0.4391035616645711,1.3069768641035164,0.9300328879786921,0.79444548208303,1.4795426534101708,0.4021251782369717,2.452468181474948,0.4021251782369717,0.8140552308648576,1.385415859230826,2.4054047843852753,4.992994089409104,4.698847857598652,3.0266928666053605,2.648504854277638,2.775811561256444,2.2715608781528136,3.334846061807677,2.9566580494799544,5.301147284528382,5.00700105271793,1.0,1.5
2.4894465649855855,2.368426401040715,1.3069768641035155,0.7944454820830291,0.4021251782369717,0.4021251782369708,1.064936536213775,0.8140552308648568,0.8263813586795941,1.3854158592308279,0.4391035616645702,2.405404784385277,0.4391035616645702,0.9300328879786917,1.4795426534101708,2.4524681814749476,4.698847857598654,4.992994089409102,2.648504854277639,3.026692866605358,2.271560878152815,2.7758115612564396,2.9566580494799566,3.3348460618076734,5.007001052717932,5.30114728452838,1.5,1.0
2.391248436459372,2.395112651959044,1.3705723767129943,0.5864423145680258,0.38875315011066736,0.38875315011066736,1.37830080771234,0.9685702858746472,0.8363282462964907,1.4822052675125574,0.41709072998077357,2.4234502322899796,0.4170907299807727,0.8320346736266022,1.3611265170327913,2.362910857050096,5.0268324359486485,4.737016277851059,3.0526747294700494,2.7306567760026823,2.5141370263836573,2.3209262541649895,3.288821228848423,2.9668032753810563,5.262978935787851,4.973162777690262,1.0,2.5
2.442041150293658,2.3469703609267114,1.493500663208974,0.7921639216618281,0.38782928813590356,0.38782928813590356,1.3033590844750798,0.759153230881787,0.8172520466336621,1.3614579000888138,0.41687869599802596,2.376019768581621,0.41687869599802685,0.8502627373584453,1.4354018473742158,2.412991742224322,4.884460188033479,5.115535023300364,2.859297733737848,3.156393950509556,2.2160598078873193,2.612188096916263,2.859297733599707,3.156393950371415,4.884460187688125,5.11553502295501,1.5,2.0
2.3580817312305022,2.3550894661645874,1.391492069623201,0.8320813996013507,0.277360719725702,0.277360719725702,1.385507539491373,1.0369364743804916,0.8495746420667638,1.4513373726895717,0.42421188544098243,2.3753447998522805,0.42421188544098243,0.8472728996971632,1.3763005700129707,2.337826398513979,5.0143835331637066,4.859015920180756,3.0805136873741867,2.7812871737418705,2.536294517448149,2.432716108630989,3.080513687859769,3.034478839253797,5.140979366648046,4.985611753665095,1.0,3.5
